Flight_Number,Departure_Time,Arrival_Time,Status,Travel_Class,Price,Departure_Airport_id,Arrival_Airport_id
AD1620F,2026-05-19 06:00:00,2026-05-19 07:02:00,Scheduled,First Class,448.0,31,14
AD5317E,2026-05-26 06:00:00,2026-05-26 07:02:00,Scheduled,Economy,73.0,31,14
AD5317B,2026-05-26 06:00:00,2026-05-26 07:02:00,Scheduled,Business,182.5,31,14
AD5317F,2026-05-26 06:00:00,2026-05-26 07:02:00,Scheduled,First Class,292.0,31,14
AD5038E,2026-06-02 06:00:00,2026-06-02 07:02:00,Scheduled,Economy,151.0,31,14
AD5038B,2026-06-02 06:00:00,2026-06-02 07:02:00,Scheduled,Business,377.5,31,14
AD5038F,2026-06-02 06:00:00,2026-06-02 07:02:00,Scheduled,First Class,604.0,31,14
AD2972E,2026-06-09 06:00:00,2026-06-09 07:02:00,Scheduled,Economy,108.0,31,14
AD2972B,2026-06-09 06:00:00,2026-06-09 07:02:00,Scheduled,Business,270.0,31,14
AD2972F,2026-06-09 06:00:00,2026-06-09 07:02:00,Scheduled,First Class,432.0,31,14
AD9444E,2026-06-16 06:00:00,2026-06-16 07:02:00,Scheduled,Economy,193.0,31,14
AD9444B,2026-06-16 06:00:00,2026-06-16 07:02:00,Scheduled,Business,482.5,31,14
AD9444F,2026-06-16 06:00:00,2026-06-16 07:02:00,Scheduled,First Class,772.0,31,14
AD4517E,2026-03-26 07:15:00,2026-03-26 08:02:00,Scheduled,Economy,213.0,18,16
AD4517B,2026-03-26 07:15:00,2026-03-26 08:02:00,Scheduled,Business,532.5,18,16
AD4517F,2026-03-26 07:15:00,2026-03-26 08:02:00,Scheduled,First Class,852.0,18,16
AD5322E,2026-04-02 07:15:00,2026-04-02 08:02:00,Scheduled,Economy,250.0,18,16
AD5322B,2026-04-02 07:15:00,2026-04-02 08:02:00,Scheduled,Business,625.0,18,16
AD5322F,2026-04-02 07:15:00,2026-04-02 08:02:00,Scheduled,First Class,1000.0,18,16
AD4274E,2026-04-09 07:15:00,2026-04-09 08:02:00,Scheduled,Economy,92.0,18,16
AD4274B,2026-04-09 07:15:00,2026-04-09 08:02:00,Scheduled,Business,230.0,18,16
AD4274F,2026-04-09 07:15:00,2026-04-09 08:02:00,Scheduled,First Class,368.0,18,16
AD8391E,2026-04-16 07:15:00,2026-04-16 08:02:00,Scheduled,Economy,142.0,18,16
AD8391B,2026-04-16 07:15:00,2026-04-16 08:02:00,Scheduled,Business,355.0,18,16
AD8391F,2026-04-16 07:15:00,2026-04-16 08:02:00,Scheduled,First Class,568.0,18,16
AD6997E,2026-04-23 07:15:00,2026-04-23 08:02:00,Scheduled,Economy,86.0,18,16
AD6997B,2026-04-23 07:15:00,2026-04-23 08:02:00,Scheduled,Business,215.0,18,16
AD6997F,2026-04-23 07:15:00,2026-04-23 08:02:00,Scheduled,First Class,344.0,18,16
AD4003E,2026-04-30 07:15:00,2026-04-30 08:02:00,Scheduled,Economy,272.0,18,16
AD4003B,2026-04-30 07:15:00,2026-04-30 08:02:00,Scheduled,Business,680.0,18,16
AD4003F,2026-04-30 07:15:00,2026-04-30 08:02:00,Scheduled,First Class,1088.0,18,16
AD2722E,2026-05-07 07:15:00,2026-05-07 08:02:00,Scheduled,Economy,152.0,18,16
AD2722B,2026-05-07 07:15:00,2026-05-07 08:02:00,Scheduled,Business,380.0,18,16
AD2722F,2026-05-07 07:15:00,2026-05-07 08:02:00,Scheduled,First Class,608.0,18,16
AD8800E,2026-05-14 07:15:00,2026-05-14 08:02:00,Scheduled,Economy,299.0,18,16
AD8800B,2026-05-14 07:15:00,2026-05-14 08:02:00,Scheduled,Business,747.5,18,16
AD8800F,2026-05-14 07:15:00,2026-05-14 08:02:00,Scheduled,First Class,1196.0,18,16
AD4005E,2026-05-21 07:15:00,2026-05-21 08:02:00,Scheduled,Economy,123.0,18,16
AD4005B,2026-05-21 07:15:00,2026-05-21 08:02:00,Scheduled,Business,307.5,18,16
AD4005F,2026-05-21 07:15:00,2026-05-21 08:02:00,Scheduled,First Class,492.0,18,16
AD4672E,2026-05-28 07:15:00,2026-05-28 08:02:00,Scheduled,Economy,276.0,18,16
AD4672B,2026-05-28 07:15:00,2026-05-28 08:02:00,Scheduled,Business,690.0,18,16
AD4672F,2026-05-28 07:15:00,2026-05-28 08:02:00,Scheduled,First Class,1104.0,18,16
AD9892E,2026-06-04 07:15:00,2026-06-04 08:02:00,Scheduled,Economy,198.0,18,16
AD9892B,2026-06-04 07:15:00,2026-06-04 08:02:00,Scheduled,Business,495.0,18,16
AD9892F,2026-06-04 07:15:00,2026-06-04 08:02:00,Scheduled,First Class,792.0,18,16
AD9780E,2026-06-11 07:15:00,2026-06-11 08:02:00,Scheduled,Economy,134.0,18,16
AD9780B,2026-06-11 07:15:00,2026-06-11 08:02:00,Scheduled,Business,335.0,18,16
AD9780F,2026-06-11 07:15:00,2026-06-11 08:02:00,Scheduled,First Class,536.0,18,16
AD8194E,2026-06-18 07:15:00,2026-06-18 08:02:00,Scheduled,Economy,160.0,18,16
AD8194B,2026-06-18 07:15:00,2026-06-18 08:02:00,Scheduled,Business,400.0,18,16
AD8194F,2026-06-18 07:15:00,2026-06-18 08:02:00,Scheduled,First Class,640.0,18,16
AD8242E,2026-03-21 06:00:00,2026-03-21 07:00:00,Scheduled,Economy,90.0,27,12
AD8242B,2026-03-21 06:00:00,2026-03-21 07:00:00,Scheduled,Business,225.0,27,12
AD8242F,2026-03-21 06:00:00,2026-03-21 07:00:00,Scheduled,First Class,360.0,27,12
AD4414E,2026-03-28 06:00:00,2026-03-28 07:00:00,Scheduled,Economy,165.0,27,12
AD4414B,2026-03-28 06:00:00,2026-03-28 07:00:00,Scheduled,Business,412.5,27,12
AD4414F,2026-03-28 06:00:00,2026-03-28 07:00:00,Scheduled,First Class,660.0,27,12
AD3133E,2026-04-04 06:00:00,2026-04-04 07:00:00,Scheduled,Economy,252.0,27,12
AD3133B,2026-04-04 06:00:00,2026-04-04 07:00:00,Scheduled,Business,630.0,27,12
AD3133F,2026-04-04 06:00:00,2026-04-04 07:00:00,Scheduled,First Class,1008.0,27,12
AD8893E,2026-04-11 06:00:00,2026-04-11 07:00:00,Scheduled,Economy,266.0,27,12
AD8893B,2026-04-11 06:00:00,2026-04-11 07:00:00,Scheduled,Business,665.0,27,12
AD8893F,2026-04-11 06:00:00,2026-04-11 07:00:00,Scheduled,First Class,1064.0,27,12
AD3564E,2026-04-18 06:00:00,2026-04-18 07:00:00,Scheduled,Economy,228.0,27,12
AD3564B,2026-04-18 06:00:00,2026-04-18 07:00:00,Scheduled,Business,570.0,27,12
AD3564F,2026-04-18 06:00:00,2026-04-18 07:00:00,Scheduled,First Class,912.0,27,12
AD9779E,2026-04-25 06:00:00,2026-04-25 07:00:00,Scheduled,Economy,79.0,27,12
AD9779B,2026-04-25 06:00:00,2026-04-25 07:00:00,Scheduled,Business,197.5,27,12
AD9779F,2026-04-25 06:00:00,2026-04-25 07:00:00,Scheduled,First Class,316.0,27,12
AD9768E,2026-05-02 06:00:00,2026-05-02 07:00:00,Scheduled,Economy,287.0,27,12
AD9768B,2026-05-02 06:00:00,2026-05-02 07:00:00,Scheduled,Business,717.5,27,12
AD9768F,2026-05-02 06:00:00,2026-05-02 07:00:00,Scheduled,First Class,1148.0,27,12
AD1617E,2026-05-09 06:00:00,2026-05-09 07:00:00,Scheduled,Economy,158.0,27,12
AD1617B,2026-05-09 06:00:00,2026-05-09 07:00:00,Scheduled,Business,395.0,27,12
AD1617F,2026-05-09 06:00:00,2026-05-09 07:00:00,Scheduled,First Class,632.0,27,12
AD3973E,2026-05-16 06:00:00,2026-05-16 07:00:00,Scheduled,Economy,97.0,27,12
AD3973B,2026-05-16 06:00:00,2026-05-16 07:00:00,Scheduled,Business,242.5,27,12
AD3973F,2026-05-16 06:00:00,2026-05-16 07:00:00,Scheduled,First Class,388.0,27,12
AD2060E,2026-05-23 06:00:00,2026-05-23 07:00:00,Scheduled,Economy,120.0,27,12
AD2060B,2026-05-23 06:00:00,2026-05-23 07:00:00,Scheduled,Business,300.0,27,12
AD2060F,2026-05-23 06:00:00,2026-05-23 07:00:00,Scheduled,First Class,480.0,27,12
AD5702E,2026-05-30 06:00:00,2026-05-30 07:00:00,Scheduled,Economy,145.0,27,12
AD5702B,2026-05-30 06:00:00,2026-05-30 07:00:00,Scheduled,Business,362.5,27,12
AD5702F,2026-05-30 06:00:00,2026-05-30 07:00:00,Scheduled,First Class,580.0,27,12
AD4589E,2026-06-06 06:00:00,2026-06-06 07:00:00,Scheduled,Economy,97.0,27,12
AD4589B,2026-06-06 06:00:00,2026-06-06 07:00:00,Scheduled,Business,242.5,27,12
AD4589F,2026-06-06 06:00:00,2026-06-06 07:00:00,Scheduled,First Class,388.0,27,12
AD8692E,2026-06-13 06:00:00,2026-06-13 07:00:00,Scheduled,Economy,125.0,27,12
AD8692B,2026-06-13 06:00:00,2026-06-13 07:00:00,Scheduled,Business,312.5,27,12
AD8692F,2026-06-13 06:00:00,2026-06-13 07:00:00,Scheduled,First Class,500.0,27,12
AD3454E,2026-03-21 06:00:00,2026-03-21 06:56:00,Scheduled,Economy,148.0,9,20
AD3454B,2026-03-21 06:00:00,2026-03-21 06:56:00,Scheduled,Business,370.0,9,20
AD3454F,2026-03-21 06:00:00,2026-03-21 06:56:00,Scheduled,First Class,592.0,9,20
AD8790E,2026-03-28 06:00:00,2026-03-28 06:56:00,Scheduled,Economy,276.0,9,20
AD8790B,2026-03-28 06:00:00,2026-03-28 06:56:00,Scheduled,Business,690.0,9,20
AD8790F,2026-03-28 06:00:00,2026-03-28 06:56:00,Scheduled,First Class,1104.0,9,20
AD3793E,2026-04-04 06:00:00,2026-04-04 06:56:00,Scheduled,Economy,236.0,9,20
AD3793B,2026-04-04 06:00:00,2026-04-04 06:56:00,Scheduled,Business,590.0,9,20
AD3793F,2026-04-04 06:00:00,2026-04-04 06:56:00,Scheduled,First Class,944.0,9,20
AD9698E,2026-04-11 06:00:00,2026-04-11 06:56:00,Scheduled,Economy,209.0,9,20
AD9698B,2026-04-11 06:00:00,2026-04-11 06:56:00,Scheduled,Business,522.5,9,20
AD9698F,2026-04-11 06:00:00,2026-04-11 06:56:00,Scheduled,First Class,836.0,9,20
AD7889E,2026-04-18 06:00:00,2026-04-18 06:56:00,Scheduled,Economy,113.0,9,20
AD7889B,2026-04-18 06:00:00,2026-04-18 06:56:00,Scheduled,Business,282.5,9,20
AD7889F,2026-04-18 06:00:00,2026-04-18 06:56:00,Scheduled,First Class,452.0,9,20
AD3002E,2026-04-25 06:00:00,2026-04-25 06:56:00,Scheduled,Economy,73.0,9,20
AD3002B,2026-04-25 06:00:00,2026-04-25 06:56:00,Scheduled,Business,182.5,9,20
AD3002F,2026-04-25 06:00:00,2026-04-25 06:56:00,Scheduled,First Class,292.0,9,20
AD4283E,2026-05-02 06:00:00,2026-05-02 06:56:00,Scheduled,Economy,143.0,9,20
AD4283B,2026-05-02 06:00:00,2026-05-02 06:56:00,Scheduled,Business,357.5,9,20
AD4283F,2026-05-02 06:00:00,2026-05-02 06:56:00,Scheduled,First Class,572.0,9,20
AD9836E,2026-05-09 06:00:00,2026-05-09 06:56:00,Scheduled,Economy,166.0,9,20
AD9836B,2026-05-09 06:00:00,2026-05-09 06:56:00,Scheduled,Business,415.0,9,20
AD9836F,2026-05-09 06:00:00,2026-05-09 06:56:00,Scheduled,First Class,664.0,9,20
AD4113E,2026-05-16 06:00:00,2026-05-16 06:56:00,Scheduled,Economy,297.0,9,20
AD4113B,2026-05-16 06:00:00,2026-05-16 06:56:00,Scheduled,Business,742.5,9,20
AD4113F,2026-05-16 06:00:00,2026-05-16 06:56:00,Scheduled,First Class,1188.0,9,20
AD9578E,2026-05-23 06:00:00,2026-05-23 06:56:00,Scheduled,Economy,264.0,9,20
AD9578B,2026-05-23 06:00:00,2026-05-23 06:56:00,Scheduled,Business,660.0,9,20
AD9578F,2026-05-23 06:00:00,2026-05-23 06:56:00,Scheduled,First Class,1056.0,9,20
AD1129E,2026-05-30 06:00:00,2026-05-30 06:56:00,Scheduled,Economy,142.0,9,20
AD1129B,2026-05-30 06:00:00,2026-05-30 06:56:00,Scheduled,Business,355.0,9,20
AD1129F,2026-05-30 06:00:00,2026-05-30 06:56:00,Scheduled,First Class,568.0,9,20
AD8966E,2026-06-06 06:00:00,2026-06-06 06:56:00,Scheduled,Economy,89.0,9,20
AD8966B,2026-06-06 06:00:00,2026-06-06 06:56:00,Scheduled,Business,222.5,9,20
AD8966F,2026-06-06 06:00:00,2026-06-06 06:56:00,Scheduled,First Class,356.0,9,20
AD2642E,2026-06-13 06:00:00,2026-06-13 06:56:00,Scheduled,Economy,202.0,9,20
AD2642B,2026-06-13 06:00:00,2026-06-13 06:56:00,Scheduled,Business,505.0,9,20
AD2642F,2026-06-13 06:00:00,2026-06-13 06:56:00,Scheduled,First Class,808.0,9,20
AD2168E,2026-03-25 06:15:00,2026-03-25 07:06:00,Scheduled,Economy,161.0,15,9
AD2168B,2026-03-25 06:15:00,2026-03-25 07:06:00,Scheduled,Business,402.5,15,9
AD2168F,2026-03-25 06:15:00,2026-03-25 07:06:00,Scheduled,First Class,644.0,15,9
AD2862E,2026-04-01 06:15:00,2026-04-01 07:06:00,Scheduled,Economy,68.0,15,9
AD2862B,2026-04-01 06:15:00,2026-04-01 07:06:00,Scheduled,Business,170.0,15,9
AD2862F,2026-04-01 06:15:00,2026-04-01 07:06:00,Scheduled,First Class,272.0,15,9
AD1576E,2026-04-08 06:15:00,2026-04-08 07:06:00,Scheduled,Economy,216.0,15,9
AD1576B,2026-04-08 06:15:00,2026-04-08 07:06:00,Scheduled,Business,540.0,15,9
AD1576F,2026-04-08 06:15:00,2026-04-08 07:06:00,Scheduled,First Class,864.0,15,9
AD1145E,2026-04-15 06:15:00,2026-04-15 07:06:00,Scheduled,Economy,236.0,15,9
AD1145B,2026-04-15 06:15:00,2026-04-15 07:06:00,Scheduled,Business,590.0,15,9
AD1145F,2026-04-15 06:15:00,2026-04-15 07:06:00,Scheduled,First Class,944.0,15,9
AD8851E,2026-04-22 06:15:00,2026-04-22 07:06:00,Scheduled,Economy,144.0,15,9
AD8851B,2026-04-22 06:15:00,2026-04-22 07:06:00,Scheduled,Business,360.0,15,9
AD8851F,2026-04-22 06:15:00,2026-04-22 07:06:00,Scheduled,First Class,576.0,15,9
AD8762E,2026-04-29 06:15:00,2026-04-29 07:06:00,Scheduled,Economy,94.0,15,9
AD8762B,2026-04-29 06:15:00,2026-04-29 07:06:00,Scheduled,Business,235.0,15,9
AD8762F,2026-04-29 06:15:00,2026-04-29 07:06:00,Scheduled,First Class,376.0,15,9
AD7151E,2026-05-06 06:15:00,2026-05-06 07:06:00,Scheduled,Economy,299.0,15,9
AD7151B,2026-05-06 06:15:00,2026-05-06 07:06:00,Scheduled,Business,747.5,15,9
AD7151F,2026-05-06 06:15:00,2026-05-06 07:06:00,Scheduled,First Class,1196.0,15,9
AD9096E,2026-05-13 06:15:00,2026-05-13 07:06:00,Scheduled,Economy,273.0,15,9
AD9096B,2026-05-13 06:15:00,2026-05-13 07:06:00,Scheduled,Business,682.5,15,9
AD9096F,2026-05-13 06:15:00,2026-05-13 07:06:00,Scheduled,First Class,1092.0,15,9
AD7331E,2026-05-20 06:15:00,2026-05-20 07:06:00,Scheduled,Economy,237.0,15,9
AD7331B,2026-05-20 06:15:00,2026-05-20 07:06:00,Scheduled,Business,592.5,15,9
AD7331F,2026-05-20 06:15:00,2026-05-20 07:06:00,Scheduled,First Class,948.0,15,9
AD6213E,2026-05-27 06:15:00,2026-05-27 07:06:00,Scheduled,Economy,296.0,15,9
AD6213B,2026-05-27 06:15:00,2026-05-27 07:06:00,Scheduled,Business,740.0,15,9
AD6213F,2026-05-27 06:15:00,2026-05-27 07:06:00,Scheduled,First Class,1184.0,15,9
AD3865E,2026-06-03 06:15:00,2026-06-03 07:06:00,Scheduled,Economy,194.0,15,9
AD3865B,2026-06-03 06:15:00,2026-06-03 07:06:00,Scheduled,Business,485.0,15,9
AD3865F,2026-06-03 06:15:00,2026-06-03 07:06:00,Scheduled,First Class,776.0,15,9
AD5111E,2026-06-10 06:15:00,2026-06-10 07:06:00,Scheduled,Economy,252.0,15,9
AD5111B,2026-06-10 06:15:00,2026-06-10 07:06:00,Scheduled,Business,630.0,15,9
AD5111F,2026-06-10 06:15:00,2026-06-10 07:06:00,Scheduled,First Class,1008.0,15,9
AD2611E,2026-06-17 06:15:00,2026-06-17 07:06:00,Scheduled,Economy,80.0,15,9
AD2611B,2026-06-17 06:15:00,2026-06-17 07:06:00,Scheduled,Business,200.0,15,9
AD2611F,2026-06-17 06:15:00,2026-06-17 07:06:00,Scheduled,First Class,320.0,15,9
AD6313E,2026-03-21 06:45:00,2026-03-21 08:02:00,Scheduled,Economy,243.0,1,33
AD6313B,2026-03-21 06:45:00,2026-03-21 08:02:00,Scheduled,Business,607.5,1,33
AD6313F,2026-03-21 06:45:00,2026-03-21 08:02:00,Scheduled,First Class,972.0,1,33
AD4508E,2026-03-28 06:45:00,2026-03-28 08:02:00,Scheduled,Economy,102.0,1,33
AD4508B,2026-03-28 06:45:00,2026-03-28 08:02:00,Scheduled,Business,255.0,1,33
AD4508F,2026-03-28 06:45:00,2026-03-28 08:02:00,Scheduled,First Class,408.0,1,33
AD6961E,2026-04-04 06:45:00,2026-04-04 08:02:00,Scheduled,Economy,178.0,1,33
AD6961B,2026-04-04 06:45:00,2026-04-04 08:02:00,Scheduled,Business,445.0,1,33
AD6961F,2026-04-04 06:45:00,2026-04-04 08:02:00,Scheduled,First Class,712.0,1,33
AD7336E,2026-04-11 06:45:00,2026-04-11 08:02:00,Scheduled,Economy,243.0,1,33
AD7336B,2026-04-11 06:45:00,2026-04-11 08:02:00,Scheduled,Business,607.5,1,33
AD7336F,2026-04-11 06:45:00,2026-04-11 08:02:00,Scheduled,First Class,972.0,1,33
AD6832E,2026-04-18 06:45:00,2026-04-18 08:02:00,Scheduled,Economy,267.0,1,33
AD6832B,2026-04-18 06:45:00,2026-04-18 08:02:00,Scheduled,Business,667.5,1,33
AD6832F,2026-04-18 06:45:00,2026-04-18 08:02:00,Scheduled,First Class,1068.0,1,33
AD1708E,2026-04-25 06:45:00,2026-04-25 08:02:00,Scheduled,Economy,191.0,1,33
AD1708B,2026-04-25 06:45:00,2026-04-25 08:02:00,Scheduled,Business,477.5,1,33
AD1708F,2026-04-25 06:45:00,2026-04-25 08:02:00,Scheduled,First Class,764.0,1,33
AD1308E,2026-05-02 06:45:00,2026-05-02 08:02:00,Scheduled,Economy,70.0,1,33
AD1308B,2026-05-02 06:45:00,2026-05-02 08:02:00,Scheduled,Business,175.0,1,33
AD1308F,2026-05-02 06:45:00,2026-05-02 08:02:00,Scheduled,First Class,280.0,1,33
AD4377E,2026-05-09 06:45:00,2026-05-09 08:02:00,Scheduled,Economy,65.0,1,33
AD4377B,2026-05-09 06:45:00,2026-05-09 08:02:00,Scheduled,Business,162.5,1,33
AD4377F,2026-05-09 06:45:00,2026-05-09 08:02:00,Scheduled,First Class,260.0,1,33
AD8804E,2026-05-16 06:45:00,2026-05-16 08:02:00,Scheduled,Economy,218.0,1,33
AD8804B,2026-05-16 06:45:00,2026-05-16 08:02:00,Scheduled,Business,545.0,1,33
AD8804F,2026-05-16 06:45:00,2026-05-16 08:02:00,Scheduled,First Class,872.0,1,33
AD4885E,2026-05-23 06:45:00,2026-05-23 08:02:00,Scheduled,Economy,114.0,1,33
AD4885B,2026-05-23 06:45:00,2026-05-23 08:02:00,Scheduled,Business,285.0,1,33
AD4885F,2026-05-23 06:45:00,2026-05-23 08:02:00,Scheduled,First Class,456.0,1,33
AD2250E,2026-05-30 06:45:00,2026-05-30 08:02:00,Scheduled,Economy,227.0,1,33
AD2250B,2026-05-30 06:45:00,2026-05-30 08:02:00,Scheduled,Business,567.5,1,33
AD2250F,2026-05-30 06:45:00,2026-05-30 08:02:00,Scheduled,First Class,908.0,1,33
AD6982E,2026-06-06 06:45:00,2026-06-06 08:02:00,Scheduled,Economy,257.0,1,33
AD6982B,2026-06-06 06:45:00,2026-06-06 08:02:00,Scheduled,Business,642.5,1,33
AD6982F,2026-06-06 06:45:00,2026-06-06 08:02:00,Scheduled,First Class,1028.0,1,33
AD8043E,2026-06-13 06:45:00,2026-06-13 08:02:00,Scheduled,Economy,138.0,1,33
AD8043B,2026-06-13 06:45:00,2026-06-13 08:02:00,Scheduled,Business,345.0,1,33
AD8043F,2026-06-13 06:45:00,2026-06-13 08:02:00,Scheduled,First Class,552.0,1,33
AD5935E,2026-03-25 06:00:00,2026-03-25 07:12:00,Scheduled,Economy,63.0,39,12
AD5935B,2026-03-25 06:00:00,2026-03-25 07:12:00,Scheduled,Business,157.5,39,12
AD5935F,2026-03-25 06:00:00,2026-03-25 07:12:00,Scheduled,First Class,252.0,39,12
AD5729E,2026-04-01 06:00:00,2026-04-01 07:12:00,Scheduled,Economy,69.0,39,12
AD5729B,2026-04-01 06:00:00,2026-04-01 07:12:00,Scheduled,Business,172.5,39,12
AD5729F,2026-04-01 06:00:00,2026-04-01 07:12:00,Scheduled,First Class,276.0,39,12
AD6723E,2026-04-08 06:00:00,2026-04-08 07:12:00,Scheduled,Economy,110.0,39,12
AD6723B,2026-04-08 06:00:00,2026-04-08 07:12:00,Scheduled,Business,275.0,39,12
AD6723F,2026-04-08 06:00:00,2026-04-08 07:12:00,Scheduled,First Class,440.0,39,12
AD4252E,2026-04-15 06:00:00,2026-04-15 07:12:00,Scheduled,Economy,297.0,39,12
AD4252B,2026-04-15 06:00:00,2026-04-15 07:12:00,Scheduled,Business,742.5,39,12
AD4252F,2026-04-15 06:00:00,2026-04-15 07:12:00,Scheduled,First Class,1188.0,39,12
AD8748E,2026-04-22 06:00:00,2026-04-22 07:12:00,Scheduled,Economy,259.0,39,12
AD8748B,2026-04-22 06:00:00,2026-04-22 07:12:00,Scheduled,Business,647.5,39,12
AD8748F,2026-04-22 06:00:00,2026-04-22 07:12:00,Scheduled,First Class,1036.0,39,12
AD6433E,2026-04-29 06:00:00,2026-04-29 07:12:00,Scheduled,Economy,134.0,39,12
AD6433B,2026-04-29 06:00:00,2026-04-29 07:12:00,Scheduled,Business,335.0,39,12
AD6433F,2026-04-29 06:00:00,2026-04-29 07:12:00,Scheduled,First Class,536.0,39,12
AD5474E,2026-05-06 06:00:00,2026-05-06 07:12:00,Scheduled,Economy,192.0,39,12
AD5474B,2026-05-06 06:00:00,2026-05-06 07:12:00,Scheduled,Business,480.0,39,12
AD5474F,2026-05-06 06:00:00,2026-05-06 07:12:00,Scheduled,First Class,768.0,39,12
AD5437E,2026-05-13 06:00:00,2026-05-13 07:12:00,Scheduled,Economy,222.0,39,12
AD5437B,2026-05-13 06:00:00,2026-05-13 07:12:00,Scheduled,Business,555.0,39,12
AD5437F,2026-05-13 06:00:00,2026-05-13 07:12:00,Scheduled,First Class,888.0,39,12
AD8613E,2026-05-20 06:00:00,2026-05-20 07:12:00,Scheduled,Economy,205.0,39,12
AD8613B,2026-05-20 06:00:00,2026-05-20 07:12:00,Scheduled,Business,512.5,39,12
AD8613F,2026-05-20 06:00:00,2026-05-20 07:12:00,Scheduled,First Class,820.0,39,12
AD5492E,2026-05-27 06:00:00,2026-05-27 07:12:00,Scheduled,Economy,105.0,39,12
AD5492B,2026-05-27 06:00:00,2026-05-27 07:12:00,Scheduled,Business,262.5,39,12
AD5492F,2026-05-27 06:00:00,2026-05-27 07:12:00,Scheduled,First Class,420.0,39,12
AD4804E,2026-06-03 06:00:00,2026-06-03 07:12:00,Scheduled,Economy,131.0,39,12
AD4804B,2026-06-03 06:00:00,2026-06-03 07:12:00,Scheduled,Business,327.5,39,12
AD4804F,2026-06-03 06:00:00,2026-06-03 07:12:00,Scheduled,First Class,524.0,39,12
AD9134E,2026-06-10 06:00:00,2026-06-10 07:12:00,Scheduled,Economy,65.0,39,12
AD9134B,2026-06-10 06:00:00,2026-06-10 07:12:00,Scheduled,Business,162.5,39,12
AD9134F,2026-06-10 06:00:00,2026-06-10 07:12:00,Scheduled,First Class,260.0,39,12
AD6938E,2026-06-17 06:00:00,2026-06-17 07:12:00,Scheduled,Economy,264.0,39,12
AD6938B,2026-06-17 06:00:00,2026-06-17 07:12:00,Scheduled,Business,660.0,39,12
AD6938F,2026-06-17 06:00:00,2026-06-17 07:12:00,Scheduled,First Class,1056.0,39,12
AD3915E,2026-03-24 07:15:00,2026-03-24 08:04:00,Scheduled,Economy,300.0,14,18
AD3915B,2026-03-24 07:15:00,2026-03-24 08:04:00,Scheduled,Business,750.0,14,18
AD3915F,2026-03-24 07:15:00,2026-03-24 08:04:00,Scheduled,First Class,1200.0,14,18
AD3684E,2026-03-31 07:15:00,2026-03-31 08:04:00,Scheduled,Economy,205.0,14,18
AD3684B,2026-03-31 07:15:00,2026-03-31 08:04:00,Scheduled,Business,512.5,14,18
AD3684F,2026-03-31 07:15:00,2026-03-31 08:04:00,Scheduled,First Class,820.0,14,18
AD9828E,2026-04-07 07:15:00,2026-04-07 08:04:00,Scheduled,Economy,166.0,14,18
AD9828B,2026-04-07 07:15:00,2026-04-07 08:04:00,Scheduled,Business,415.0,14,18
AD9828F,2026-04-07 07:15:00,2026-04-07 08:04:00,Scheduled,First Class,664.0,14,18
AD2254E,2026-04-14 07:15:00,2026-04-14 08:04:00,Scheduled,Economy,56.0,14,18
AD2254B,2026-04-14 07:15:00,2026-04-14 08:04:00,Scheduled,Business,140.0,14,18
AD2254F,2026-04-14 07:15:00,2026-04-14 08:04:00,Scheduled,First Class,224.0,14,18
AD6378E,2026-04-21 07:15:00,2026-04-21 08:04:00,Scheduled,Economy,90.0,14,18
AD6378B,2026-04-21 07:15:00,2026-04-21 08:04:00,Scheduled,Business,225.0,14,18
AD6378F,2026-04-21 07:15:00,2026-04-21 08:04:00,Scheduled,First Class,360.0,14,18
AD5683E,2026-04-28 07:15:00,2026-04-28 08:04:00,Scheduled,Economy,177.0,14,18
AD5683B,2026-04-28 07:15:00,2026-04-28 08:04:00,Scheduled,Business,442.5,14,18
AD5683F,2026-04-28 07:15:00,2026-04-28 08:04:00,Scheduled,First Class,708.0,14,18
AD7174E,2026-05-05 07:15:00,2026-05-05 08:04:00,Scheduled,Economy,252.0,14,18
AD7174B,2026-05-05 07:15:00,2026-05-05 08:04:00,Scheduled,Business,630.0,14,18
AD7174F,2026-05-05 07:15:00,2026-05-05 08:04:00,Scheduled,First Class,1008.0,14,18
AD6254E,2026-05-12 07:15:00,2026-05-12 08:04:00,Scheduled,Economy,255.0,14,18
AD6254B,2026-05-12 07:15:00,2026-05-12 08:04:00,Scheduled,Business,637.5,14,18
AD6254F,2026-05-12 07:15:00,2026-05-12 08:04:00,Scheduled,First Class,1020.0,14,18
AD5822E,2026-05-19 07:15:00,2026-05-19 08:04:00,Scheduled,Economy,232.0,14,18
AD5822B,2026-05-19 07:15:00,2026-05-19 08:04:00,Scheduled,Business,580.0,14,18
AD5822F,2026-05-19 07:15:00,2026-05-19 08:04:00,Scheduled,First Class,928.0,14,18
AD6422E,2026-05-26 07:15:00,2026-05-26 08:04:00,Scheduled,Economy,159.0,14,18
AD6422B,2026-05-26 07:15:00,2026-05-26 08:04:00,Scheduled,Business,397.5,14,18
AD6422F,2026-05-26 07:15:00,2026-05-26 08:04:00,Scheduled,First Class,636.0,14,18
AD4073E,2026-06-02 07:15:00,2026-06-02 08:04:00,Scheduled,Economy,294.0,14,18
AD4073B,2026-06-02 07:15:00,2026-06-02 08:04:00,Scheduled,Business,735.0,14,18
AD4073F,2026-06-02 07:15:00,2026-06-02 08:04:00,Scheduled,First Class,1176.0,14,18
